CustomerDetail,Comment,CommentClass,ProductID,Comment_en,CommentClass_en,labels,tokens,clean_comment
**** ****|25 Ağustos 2019|LAV satıcısından alındı.,Paketleme güzeldi tek tek sarılmıştı kırık çizik yoktu 👍 Uzun olan bardakların dip kısmı yamuk biraz entersan geldi 🤔 en kucuk boy olanlar magnolia v.b tatli yapmaya uygun görünüyor deniyeceğim 😄,['iyipaketleme'],28,Packaging was nice one by one hugged broken scratch there was no fracture scratches 👍 The bottom of the cups came a little trapezoid a little entersan 🤔 The most small -sized ones Magnolia etc.,['good -up'],['good -up'],"['packaging', 'nice', 'one', 'one', 'hugged', 'broken', 'scratch', 'fracture', 'scratch', 'bottom', 'cup', 'came', 'little', 'trapezoid', 'little', 'entersan', 'small', 'sized', 'one', 'magnolia', 'etc']",packaging nice one one hugged broken scratch fracture scratch bottom cup came little trapezoid little entersan small sized one magnolia etc
**** ****|2 Mart 2020|LAV satıcısından alındı.,"Küçük olan şerbet ya da kahve yanı için, orta boyu su bardağı olarak büyük olanlar da meşrubat bardağı olarak ideal bence çok beğendim. Paketlemesi de gayet iyiydi.",['iyipaketleme'],28,"For the small sherbet or coffee as well as the mid -sized cup of water, I think the ideal as the soft drink cup. The packaging was also fine.",['good -up'],['good -up'],"['small', 'sherbet', 'coffee', 'well', 'mid', 'sized', 'cup', 'water', 'think', 'ideal', 'soft', 'drink', 'cup', 'packaging', 'also', 'fine']",small sherbet coffee well mid sized cup water think ideal soft drink cup packaging also fine
**** ****|17 Mart 2021|billhom satıcısından alındı.,tereddüt ederek sipariş ettim ama cok güzel gercekten uygun fiyat .,['uygunfiyat'],28,"I ordered it with hesitation, but it is really nice.",['convenience'],['convenience'],"['ordered', 'hesitation', 'really', 'nice']",ordered hesitation really nice
S** G**|16 Mart 2021|LAV satıcısından alındı.,Harika ve çok uygun fiyatlı bir ürün tavsiye ediyorum,['uygunfiyat'],28,I recommend a great and very affordable product,['convenience'],['convenience'],"['recommend', 'great', 'affordable', 'product']",recommend great affordable product
H** E** A**|14 Mart 2021|LAV satıcısından alındı.,Sürekli bardak kıran biri için hem uygun fiyat hemde sade şık bir ürün,['uygunfiyat'],28,"For someone who breaks the cups constantly, both an affordable price and a simple stylish product",['convenience'],['convenience'],"['someone', 'break', 'cup', 'constantly', 'affordable', 'price', 'simple', 'stylish', 'product']",someone break cup constantly affordable price simple stylish product
Bahar Kundak|14 Mart 2021|LAV satıcısından alındı.,"Hem fiyatı uygun hem de LAV kalitesi, hiç kırılmadan geldiler. teşekkürler",['uygunfiyat'],28,"Both the price is affordable and the lava quality, they came without breaking. thanks",['convenience'],['convenience'],"['price', 'affordable', 'lava', 'quality', 'came', 'without', 'breaking', 'thanks']",price affordable lava quality came without breaking thanks
**** ****|12 Mart 2021|LAV satıcısından alındı.,Çok güzel hem dayanıklı hemde fiyatı uygun,['uygunfiyat'],28,It is very nice both durable and the price is affordable,['convenience'],['convenience'],"['nice', 'durable', 'price', 'affordable']",nice durable price affordable
N** N** K**|12 Mart 2021|LAV satıcısından alındı.,ürünün hem fiyatı uygun hemde göründüğü gibi geldi teşekkürler,['uygunfiyat'],28,"The price of the product is affordable and it came as it seems, thanks",['convenience'],['convenience'],"['price', 'product', 'affordable', 'came', 'seems', 'thanks']",price product affordable came seems thanks
cansu çevik|12 Mart 2021|LAV satıcısından alındı.,Ürünün hem fiyatı uygun hemde göründüğü gibi. Çok kaliteli,['uygunfiyat'],28,The price of the product is both affordable and as it appears. Very high quality,['convenience'],['convenience'],"['price', 'product', 'affordable', 'appears', 'high', 'quality']",price product affordable appears high quality
Z** A**|11 Mart 2021|LAV satıcısından alındı.,ürünün hem fiyatı uygun hem de göründüğü gibi sağlam ve eksiksiz geldi teşekkürler,['uygunfiyat'],28,"The price of the product is affordable and it came as a solid and complete as it appears, thanks",['convenience'],['convenience'],"['price', 'product', 'affordable', 'came', 'solid', 'complete', 'appears', 'thanks']",price product affordable came solid complete appears thanks
K** K**|11 Mart 2021|billhom satıcısından alındı.,fiyatı çok uygun ve harika ve şık çok memnunum,['uygunfiyat'],28,The price is very affordable and wonderful and stylish very satisfied,['convenience'],['convenience'],"['price', 'affordable', 'wonderful', 'stylish', 'satisfied']",price affordable wonderful stylish satisfied
**** ****|11 Mart 2021|YILMAZLAR SEPET satıcısından alındı.,Muhteşem bi ürün fiyatı da iyi tavsiye ederim,['uygunfiyat'],28,I recommend a great product price well.,['convenience'],['convenience'],"['recommend', 'great', 'product', 'price', 'well']",recommend great product price well
t** ş**|10 Mart 2021|Maxikazanç satıcısından alındı.,mağazalarda daha uygun fiyatlı ama ben gidip almakla uğraşmak istemedim. tek kelimeyle harika.,['uygunfiyat'],28,"It is more affordable in the stores, but I didn't want to go and try to get it. Simply wonderful.",['convenience'],['convenience'],"['affordable', 'store', 'want', 'try', 'get', 'simply', 'wonderful']",affordable store want try get simply wonderful
H** M**|6 Mart 2021|LAV satıcısından alındı.,Çeyizim için aldım çok şık beğendim fiyatıda uygun tavsiye ederim,['uygunfiyat'],28,"I bought it for my dowry, I like it very stylish.",['convenience'],['convenience'],"['bought', 'dowry', 'like', 'stylish']",bought dowry like stylish
Zulcihan Şeyda KAYA|4 Mart 2021|LAV satıcısından alındı.,Ürün göründüğü gibi çok tatlılar tam çeyizlik🥰 firma çok ilgili ve 18 parçaya bu fiyat çok iyi,['uygunfiyat'],28,The product is very sweet as it looks like a dowry 🥰 The company is very interested and this price is very good to 18 parts,['convenience'],['convenience'],"['product', 'sweet', 'look', 'like', 'dowry', 'company', 'interested', 'price', 'good', 'part']",product sweet look like dowry company interested price good part
B** K** A**|3 Mart 2021|LAV satıcısından alındı.,Çok şık duruyor takım olarak fiyatıda çok uygun,"['uygunfiyat','şıkduruyor']",28,"It looks very stylish as a team, the price is very affordable","['convenience', 'makes it stylish']","['convenience', 'makes it stylish']","['look', 'stylish', 'team', 'price', 'affordable']",look stylish team price affordable
Seda Yalçın|2 Mart 2021|Maxikazanç satıcısından alındı.,Ürünün ben fiyatı uygun hem de göründüğü gibi kaliteli geldi.çeyizim için aldım çok memnunum 😊,['uygunfiyat'],28,The price of the product is affordable and it came as well as it came as it seems.,['convenience'],['convenience'],"['price', 'product', 'affordable', 'came', 'well', 'came', 'seems']",price product affordable came well came seems
**** ****|2 Mart 2021|LAV satıcısından alındı.,Ürünün hem fiyatı uygun hem kaliteli ve sağlam kargolama çok güzel,['uygunfiyat'],28,The price of the product is both affordable and quality and solid shipping is very nice,['convenience'],['convenience'],"['price', 'product', 'affordable', 'quality', 'solid', 'shipping', 'nice']",price product affordable quality solid shipping nice
**** ****|27 Şubat 2021|LAV satıcısından alındı.,çok zarif.. günlük kullanım için hem uygun fiyatli hem de şık.,"['uygunfiyat','günlükkullanım']",28,çok zarif.. günlük kullanım için hem uygun fiyatli hem de şık.,"['uygunfiyat','günlükkullanım']","['uygunfiyat', 'günlükkullanım']","['zarif', 'kullan', 'hem', 'uygun', 'fiyatli', 'hem']",zarif kullan hem uygun fiyatli hem
Y** U**|26 Şubat 2021|LAV satıcısından alındı.,Ürünün fiyatı uygun ve kaliteli çeyizime aldım çok hoş,['uygunfiyat'],28,The price of the product is affordable and I bought it in my dowry very nice.,['convenience'],['convenience'],"['price', 'product', 'affordable', 'bought', 'dowry', 'nice']",price product affordable bought dowry nice
Leyla Kılıç-Elite Üye|25 Şubat 2021|LAV satıcısından alındı.,Fiyat çok iyi 2 takım aldım çok kullanışlı,['uygunfiyat'],28,The price is very good I bought 2 teams very useful,['convenience'],['convenience'],"['price', 'good', 'bought', 'team', 'useful']",price good bought team useful
şule arıkan|25 Şubat 2021|LAV satıcısından alındı.,Çok uygun fiyatlı ve beklediğimden daha güzel geldi paketlemesi de çok sağlam.,['uygunfiyat'],28,It was very affordable and more beautiful than I expected.,['convenience'],['convenience'],"['affordable', 'beautiful', 'expected']",affordable beautiful expected
K** K**|22 Şubat 2021|çaglayan züccaciye satıcısından alındı.,Çok harika indirim kuponuyla almıştım baya uygun fiyata ama çok şık misafir masaları için ideal,['uygunfiyat'],28,I bought it with a very wonderful discount coupon at a very affordable price but ideal for very stylish guest tables,['convenience'],['convenience'],"['bought', 'wonderful', 'discount', 'coupon', 'affordable', 'price', 'ideal', 'stylish', 'guest', 'table']",bought wonderful discount coupon affordable price ideal stylish guest table
**** ****|22 Şubat 2021|YILMAZLAR SEPET satıcısından alındı.,"Fiyatı çok iyi, kırılmadan teslim aldım,bulaşık makinesine rahat giriyor, hafif ve şık",['uygunfiyat'],28,"The price is very good, I bought it without breaking, it enters the dishwasher comfortably, light and stylish",['convenience'],['convenience'],"['price', 'good', 'bought', 'without', 'breaking', 'enters', 'dishwasher', 'comfortably', 'light', 'stylish']",price good bought without breaking enters dishwasher comfortably light stylish
**** ****|21 Şubat 2021|Maxikazanç satıcısından alındı.,Uygun fiyatlı günlük kullanım için oldukça ideal,"['uygunfiyat','günlükkullanım']",28,Ideal for affordable daily use,"['convenience', 'Daily Office']","['convenience', 'Daily Office']","['ideal', 'affordable', 'daily', 'use']",ideal affordable daily use
A** T** D**|20 Şubat 2021|Maxikazanç satıcısından alındı.,Hem uygun fiyatlı hem de çok sade ve guzel,['uygunfiyat'],28,Both affordable and very simple and beautiful,['convenience'],['convenience'],"['affordable', 'simple', 'beautiful']",affordable simple beautiful
Esra ulusoy|19 Şubat 2021|LAV satıcısından alındı.,Beklediğimden çok daha güzel geldi hem uygun fiyatlı hemde çok güzel paketlenmişti 👍🏻,['uygunfiyat'],28,"It came much better than I expected, it was both affordable and packaged very well 👍🏻",['convenience'],['convenience'],"['came', 'much', 'better', 'expected', 'affordable', 'packaged', 'well']",came much better expected affordable packaged well
F** K**|17 Şubat 2021|LAV satıcısından alındı.,çok uygun fiyatlı ve gayet kaliteli bir urun tavsiye ederim,"['uygunfiyat','kaliteliürün']",28,I recommend a very affordable and very high quality product,"['convenience', 'your quality']","['convenience', 'your quality']","['recommend', 'affordable', 'high', 'quality', 'product']",recommend affordable high quality product
B** E**|16 Şubat 2021|YILMAZLAR SEPET satıcısından alındı.,Çok şık ve çok uygun fiyata geldi. Herkese tavsiye ederim.,['uygunfiyat'],28,It came at very stylish and very affordable price. I recommend it to everyone.,['convenience'],['convenience'],"['came', 'stylish', 'affordable', 'price', 'recommend', 'everyone']",came stylish affordable price recommend everyone
Yalçın Yıldız|16 Şubat 2021|LAV satıcısından alındı.,Eşime hediye olarak aldım uygun fiyat kaliteli ürün teşekkür trendyol😃,"['uygunfiyat','kaliteliürün']",28,"I bought it as a gift to my wife, affordable price quality product thanks trendyol😃","['convenience', 'your quality']","['convenience', 'your quality']","['bought', 'gift', 'wife', 'affordable', 'price', 'quality', 'product', 'thanks', 'trendyol']",bought gift wife affordable price quality product thanks trendyol
gülşah güler|15 Şubat 2021|HLC HOME satıcısından alındı.,Fiyatı gayet uygun ve kalitesiyle tavsiye ederim,['uygunfiyat'],28,The price is very affordable and I recommend it with its quality,['convenience'],['convenience'],"['price', 'affordable', 'recommend', 'quality']",price affordable recommend quality
Nazlıcan Demır|9 Şubat 2021|LAV satıcısından alındı.,Ürünün hem fiyatı uygun hemde göründüğü gibi kaliteli tavsıye edıyorum❤️,['uygunfiyat'],28,The price of the product is both affordable and I recommend quality as it looks,['convenience'],['convenience'],"['price', 'product', 'affordable', 'recommend', 'quality', 'look']",price product affordable recommend quality look
**** ****|8 Şubat 2021|LAV satıcısından alındı.,Ürünün fiyatı uygun ve kullanışlı çok güzel,['uygunfiyat'],28,The price of the product is appropriate and useful very nice,['convenience'],['convenience'],"['price', 'product', 'appropriate', 'useful', 'nice']",price product appropriate useful nice
S** D**|6 Şubat 2021|billhom satıcısından alındı.,hem uygun fiyatlı hem kaliteli kesinlikle tavsiye ederi,['uygunfiyat'],28,Both affordable and high quality definitely recommend,['convenience'],['convenience'],"['affordable', 'high', 'quality', 'definitely', 'recommend']",affordable high quality definitely recommend
**** ****|5 Şubat 2021|LAV satıcısından alındı.,Harika paketlenmiş mükemmel bir ürün fiyatıda çok uygun,['uygunfiyat'],28,Great packaged perfect product is very affordable in price,['convenience'],['convenience'],"['great', 'packaged', 'perfect', 'product', 'affordable', 'price']",great packaged perfect product affordable price
E** O**|30 Ocak 2021|HLC HOME satıcısından alındı.,Bardaklar çok şık fiyatıda çok uygun. Boyutları gayet iyiydi bence,['uygunfiyat'],28,The cups are very elegant. I think the size was fine,['convenience'],['convenience'],"['cup', 'elegant', 'think', 'size', 'fine']",cup elegant think size fine
**** ****|28 Ocak 2021|Maxikazanç satıcısından alındı.,Bardaklar gayet şık görünüyor fiyatı normal dışarıda daha uygun fiyata bulabilirsiniz,"['uygunfiyat','şıkduruyor']",28,"The glasses look very stylish, the price is normal outside you can find it at a more affordable price.","['convenience', 'makes it stylish']","['convenience', 'makes it stylish']","['glass', 'look', 'stylish', 'price', 'normal', 'outside', 'find', 'affordable', 'price']",glass look stylish price normal outside find affordable price
**** ****-Elite Üye|27 Ocak 2021|LAV satıcısından alındı.,çeyiz için aldım kızıma gayet şık ve zarif fiyat da Uygun daha ne olsun 👍👍,['uygunfiyat'],28,"I bought it for dowry, my daughter is very elegant and elegant price.",['convenience'],['convenience'],"['bought', 'dowry', 'daughter', 'elegant', 'elegant', 'price']",bought dowry daughter elegant elegant price
G** C**|23 Ocak 2021|LAV satıcısından alındı.,Seymaylaindirimler de görüp çok çok uygun bir fiyata aldım. Çok memnunum 🍀,['uygunfiyat'],28,I saw seymaylaindirims and I bought it at a very very affordable price. I am very satisfied 🍀,['convenience'],['convenience'],"['saw', 'seymaylaindirims', 'bought', 'affordable', 'price', 'satisfied']",saw seymaylaindirims bought affordable price satisfied
Gizem Akyol|22 Ocak 2021|LAV satıcısından alındı.,çok güzel fiyatı uygun günlük olarak rahat kullaniyorum,['uygunfiyat'],28,very nice price suitable for daily basis.,['convenience'],['convenience'],"['nice', 'price', 'suitable', 'daily', 'basis']",nice price suitable daily basis
**** ****|21 Ocak 2021|billhom satıcısından alındı.,Tavsiye ederim çeyizime aldım ideal kullanışlı fiyatı da çok uygun bu set için,['uygunfiyat'],28,"I recommend I bought it in my dowry, the ideal useful price is also very affordable for this set",['convenience'],['convenience'],"['recommend', 'bought', 'dowry', 'ideal', 'useful', 'price', 'also', 'affordable', 'set']",recommend bought dowry ideal useful price also affordable set
**** ****|14 Ocak 2021|LAV satıcısından alındı.,kalitesine göre fiyatı çok uygun ben beğendim tavsiye ederim,['uygunfiyat'],28,"According to the quality, the price is very affordable I liked it, I recommend it",['convenience'],['convenience'],"['according', 'quality', 'price', 'affordable', 'liked', 'recommend']",according quality price affordable liked recommend
Dilan Orhan|14 Ocak 2021|Maxikazanç satıcısından alındı.,Çeyizim için aldım çok şık ve sade mutlaka alın uygun fiyatlı da,['uygunfiyat'],28,"I bought it for my dowry, very stylish and simple.",['convenience'],['convenience'],"['bought', 'dowry', 'stylish', 'simple']",bought dowry stylish simple
Gülşah Yarar|14 Ocak 2021|hepsitemada satıcısından alındı.,Ürünün hem fiyatı çok uygun hem de göründüğü gibi çok kaliteli bir set daha aldım,['uygunfiyat'],28,The price of the product is very affordable and I bought another very high quality set as it appears.,['convenience'],['convenience'],"['price', 'product', 'affordable', 'bought', 'another', 'high', 'quality', 'set', 'appears']",price product affordable bought another high quality set appears
Şeyma Demirtaş|13 Ocak 2021|Maxikazanç satıcısından alındı.,ürün harika gerçekten paketlenmesine bayıldım ve fiyatı çok uygun hemen alın,['uygunfiyat'],28,The product is great really I love it packed and get the price very affordable now,['convenience'],['convenience'],"['product', 'great', 'really', 'love', 'packed', 'get', 'price', 'affordable']",product great really love packed get price affordable
**** ****|8 Ocak 2021|LAV satıcısından alındı.,Siparişi verdik ertesi gün ulaştı. Çok kullanışlılar ve fiyatı çok iyi,['uygunfiyat'],28,We ordered the next day. They are very useful and the price is very good,['convenience'],['convenience'],"['ordered', 'next', 'day', 'useful', 'price', 'good']",ordered next day useful price good
ö** U**|6 Ocak 2021|LAV satıcısından alındı.,kurtarıcı naif bir ürün fiyatı da gayet iyi,['uygunfiyat'],28,A savior naive product price is also very good,['convenience'],['convenience'],"['savior', 'naive', 'product', 'price', 'also', 'good']",savior naive product price also good
O** K**|1 Ocak 2021|LAV satıcısından alındı.,İndirimde aldım uygun fiyata ve sağlam ulaştı,['uygunfiyat'],28,I bought it on sale and reached at an affordable price and solid,['convenience'],['convenience'],"['bought', 'sale', 'reached', 'affordable', 'price', 'solid']",bought sale reached affordable price solid
E** Ö**|28 Aralık 2020|LAV satıcısından alındı.,çok beğendim fiyatıda uygun.Tavsiye ederim.Kahve yani bardagi bi tik buyuk bilginize,['uygunfiyat'],28,I like it very much.,['convenience'],['convenience'],"['like', 'much']",like much
elçin tuna|26 Aralık 2020|LAV satıcısından alındı.,Annem için aldım Uygun fiyata şıklık teşekkürler 🙏,['uygunfiyat'],28,"I bought it for my mother, thank you at an affordable price 🙏",['convenience'],['convenience'],"['bought', 'mother', 'thank', 'affordable', 'price']",bought mother thank affordable price
N** Y**|25 Aralık 2020|LAV satıcısından alındı.,çok güzel ve uygun fiyatlı olduğu için teşekkürler,['uygunfiyat'],28,Thank you for its very nice and affordable priced,['convenience'],['convenience'],"['thank', 'nice', 'affordable', 'priced']",thank nice affordable priced
**** ****|22 Aralık 2020|LAV satıcısından alındı.,muhteşem bardaklarim fiyat çok uygun ben 50 ye almistim,['uygunfiyat'],28,"My great glasses are very suitable for my price, I bought it to 50",['convenience'],['convenience'],"['great', 'glass', 'suitable', 'price', 'bought']",great glass suitable price bought
T** B**-Elite Üye|20 Aralık 2020|LAV satıcısından alındı.,Çok uygun fiyata aldım bide indirimdeyken aldım sapasağlam geldi severek kullanıyoruz teşekkürler ☺️,"['uygunfiyat','sağlamgeldi']",28,"I bought it at a very affordable price, I bought it when I was on a discount, we came to the sapas and we use it fondly thanks ☺️","['convenience', 'firmly']","['convenience', 'firmly']","['bought', 'affordable', 'price', 'bought', 'discount', 'came', 'sapas', 'use', 'fondly', 'thanks']",bought affordable price bought discount came sapas use fondly thanks
**** ****|19 Aralık 2020|LAV satıcısından alındı.,Fiyatı cok uygun oldugu icin tereddütlüydüm ama cok güzeller,['uygunfiyat'],28,"I was hesitant because the price was very affordable, but they are so beautiful",['convenience'],['convenience'],"['hesitant', 'price', 'affordable', 'beautiful']",hesitant price affordable beautiful
Fatma Karaarslan|19 Aralık 2020|LAV satıcısından alındı.,Çok beğendim. Uygun fiyatlı olmasına rağmen çok kaliteli bi set,['uygunfiyat'],28,"I like it a lot. Although it is affordable, a very high quality set",['convenience'],['convenience'],"['like', 'lot', 'although', 'affordable', 'high', 'quality', 'set']",like lot although affordable high quality set
A** H**|16 Aralık 2020|LAV satıcısından alındı.,anneme hediye aldım. fiyatı daha uygundu ama parasina değer ;),['uygunfiyat'],28,"I bought a gift to my mother. The price was more affordable, but it is worth your money;)",['convenience'],['convenience'],"['bought', 'gift', 'mother', 'price', 'affordable', 'worth', 'money']",bought gift mother price affordable worth money
**** ****|16 Aralık 2020|LAV satıcısından alındı.,ürünün hem fiyatı uygun hemde göründüğü gibi kaliteli ve çok şık duruyor.,"['uygunfiyat','şıkduruyor']",28,The price of the product is both affordable and it looks quality and very stylish as it looks.,"['convenience', 'makes it stylish']","['convenience', 'makes it stylish']","['price', 'product', 'affordable', 'look', 'quality', 'stylish', 'look']",price product affordable look quality stylish look
**** ****|15 Aralık 2020|LAV satıcısından alındı.,hem fiyatı uygun hemde çok güzel paketlenmistii tereddütsüz alabilirsiniz,['uygunfiyat'],28,You can get it without hesitation that both the price is affordable and very well.,['convenience'],['convenience'],"['get', 'without', 'hesitation', 'price', 'affordable', 'well']",get without hesitation price affordable well
HATİCE AKALIN|15 Aralık 2020|LAV satıcısından alındı.,Uygun fiyatli alin kacirmayin ceyizlik kizlar bu urun ❤️,['uygunfiyat'],28,"Do not escape affordable alin, this product is this product ❤️",['convenience'],['convenience'],"['escape', 'affordable', 'alin', 'product', 'product']",escape affordable alin product product
**** ****|12 Aralık 2020|LAV satıcısından alındı.,"hızlı teslimat, süper paketleme, uygun fiyat ⭐⭐⭐⭐⭐","['uygunfiyat','hızlıteslimat']",28,"Fast delivery, super packing, affordable price ⭐⭐⭐⭐⭐","['convenience', 'Speedeslimat']","['convenience', 'Speedeslimat']","['fast', 'delivery', 'super', 'packing', 'affordable', 'price']",fast delivery super packing affordable price
g** g**|9 Aralık 2020|LAV satıcısından alındı.,daha uygun fiyata daha iyisi olamaz teşekkürler Lav,['uygunfiyat'],28,It can't be better at a more affordable price thanks lava,['convenience'],['convenience'],"['better', 'affordable', 'price', 'thanks', 'lava']",better affordable price thanks lava
İ** D**|9 Aralık 2020|LAV satıcısından alındı.,"Günlük kullanım için ideal, çok uygun fiyatlı. Tavsiye ederim","['uygunfiyat','günlükkullanım']",28,"Ideal for daily use, very affordable. I recommend","['convenience', 'Daily Office']","['convenience', 'Daily Office']","['ideal', 'daily', 'use', 'affordable', 'recommend']",ideal daily use affordable recommend
T** G**|8 Aralık 2020|LAV satıcısından alındı.,Uygun fiyatlı ve kaliteli. Bütün bardaklar eksiksiz ve sağlam geldi.,"['uygunfiyat','sağlamgeldi']",28,Affordable and high quality. All cups came completely and solid.,"['convenience', 'firmly']","['convenience', 'firmly']","['affordable', 'high', 'quality', 'cup', 'came', 'completely', 'solid']",affordable high quality cup came completely solid
Y** S**|6 Aralık 2020|LAV satıcısından alındı.,Hem uygun fiyatlı hem kaliteli. Annem kendini kaybedip 8 paket aldı. Hiçbirinde sorun çıkmadı :),['uygunfiyat'],28,Both affordable and high quality. My mother lost herself and got 8 packs. None of them had a problem :),['convenience'],['convenience'],"['affordable', 'high', 'quality', 'mother', 'lost', 'got', 'pack', 'none', 'problem']",affordable high quality mother lost got pack none problem
**** ****|6 Aralık 2020|LAV satıcısından alındı.,gayet uygun fiyat piyasaya göre yalnız gelmesi uzun sürdü,['uygunfiyat'],28,The very affordable price took a long time to arrive alone according to the market,['convenience'],['convenience'],"['affordable', 'price', 'took', 'long', 'time', 'arrive', 'alone', 'according', 'market']",affordable price took long time arrive alone according market
F** K**|5 Aralık 2020|LAV satıcısından alındı.,kaliteli ürün uygun fiyat indirimde aldın,"['uygunfiyat','kaliteliürün']",28,Quality Product You got an affordable price discount,"['convenience', 'your quality']","['convenience', 'your quality']","['quality', 'product', 'got', 'affordable', 'price', 'discount']",quality product got affordable price discount
Z** K**|3 Aralık 2020|LAV satıcısından alındı.,Bayıldım çeyizim için aldım 12 set yaptım fiyatı çok uygun gerçekten tavsiye ediyorum,['uygunfiyat'],28,"I love it for my dowry, I made 12 sets, the price is very affordable, I really recommend it",['convenience'],['convenience'],"['love', 'dowry', 'made', 'set', 'price', 'affordable', 'really', 'recommend']",love dowry made set price affordable really recommend
**** ****|2 Aralık 2020|LAV satıcısından alındı.,Ürün çok şık ve fiyatı çok iyi. Kargo çok özenliydi. Çok sevdim.,['uygunfiyat'],28,The product is very stylish and the price is very good. Cargo was very careful. I liked it very much.,['convenience'],['convenience'],"['product', 'stylish', 'price', 'good', 'cargo', 'careful', 'liked', 'much']",product stylish price good cargo careful liked much
Ceydanur Tabak|1 Aralık 2020|LAV satıcısından alındı.,Çok Güzel fakat daha uygun fiyata satan yerler var. İnternetten almadan önce marketlere bakın derim,['uygunfiyat'],28,There are places that sell at a very nice but more affordable price. I say look at the markets before buying from the internet,['convenience'],['convenience'],"['place', 'sell', 'nice', 'affordable', 'price', 'say', 'look', 'market', 'buying', 'internet']",place sell nice affordable price say look market buying internet
Deniz Arslan|30 Kasım 2020|Kitchen Crazy satıcısından alındı.,Uygun fıyata şık bardaklar kesınlıkle alın tavsıye edıyorum.,['uygunfiyat'],28,I advise you to take elegant glasses with a cut.,['convenience'],['convenience'],"['advise', 'take', 'elegant', 'glass', 'cut']",advise take elegant glass cut
**** ****|27 Kasım 2020|LAV satıcısından alındı.,tavsiye ederim çok uygun fiyatlı ve guzel,['uygunfiyat'],28,I recommend it very affordable and beautiful,['convenience'],['convenience'],"['recommend', 'affordable', 'beautiful']",recommend affordable beautiful
**** ****-Elite Üye|27 Kasım 2020|LAV satıcısından alındı.,piyasadaki çoğu bardaktan daha uygun fiyati ve şık beğendim severek kullanıyorum,['uygunfiyat'],28,I liked it more affordable than most cups on the market and I like it with fondly,['convenience'],['convenience'],"['liked', 'affordable', 'cup', 'market', 'like', 'fondly']",liked affordable cup market like fondly
**** ****|25 Kasım 2020|LAV satıcısından alındı.,İndirimde uygun fiyata almıştım çok şık bir ürün kırılmadan sağlam şekilde ulaştı elime 👍🏻👍🏻👍🏻,['uygunfiyat'],28,I bought it at an affordable price at an affordable price.,['convenience'],['convenience'],"['bought', 'affordable', 'price', 'affordable', 'price']",bought affordable price affordable price
s** e**|24 Kasım 2020|LAV satıcısından alındı.,fiyatı uygun göründüğü gibi teşekkürler.,['uygunfiyat'],28,Thanks as the price seems appropriate.,['convenience'],['convenience'],"['thanks', 'price', 'seems', 'appropriate']",thanks price seems appropriate
Z** Ö**|23 Kasım 2020|LAV satıcısından alındı.,Ürünün hem fiyatı uygun hemde göründüğü gibi kaliteli bir ürün,"['uygunfiyat','kaliteliürün']",28,The price of the product is both affordable and a quality product as it appears.,"['convenience', 'your quality']","['convenience', 'your quality']","['price', 'product', 'affordable', 'quality', 'product', 'appears']",price product affordable quality product appears
C** Y**|21 Kasım 2020|LAV satıcısından alındı.,Ürünü uygun fiyata aldım. Sapasağlam geldi. Hiç bir sorun yok. Beğendim,"['uygunfiyat','sağlamgeldi']",28,I bought the product at an affordable price. It was intact. No problem. I like,"['convenience', 'firmly']","['convenience', 'firmly']","['bought', 'product', 'affordable', 'price', 'intact', 'problem', 'like']",bought product affordable price intact problem like
f** y**|21 Kasım 2020|LAV satıcısından alındı.,"çok uygun fiyatlı hem de kaliteli bir ürün , paketleme de çok iyiydi sağlam ulaştı👌","['uygunfiyat','kaliteliürün']",28,"Very affordable and quality product, packaging was also very good.","['convenience', 'your quality']","['convenience', 'your quality']","['affordable', 'quality', 'product', 'packaging', 'also', 'good']",affordable quality product packaging also good
İ** A**-Elite Üye|20 Kasım 2020|Maxikazanç satıcısından alındı.,Bardaklar müthiş paketleme ve fiyat çok iyi daha ne olsun seviyorum bu markayı ❤,['uygunfiyat'],28,Cups awesome packaging and price is very good what more I love this brand ❤,['convenience'],['convenience'],"['cup', 'awesome', 'packaging', 'price', 'good', 'love', 'brand']",cup awesome packaging price good love brand
F** D**|18 Kasım 2020|LAV satıcısından alındı.,çok şık paketleme oldukça güzel tavsiye ediyorum uygun fiyat kalite😊,['uygunfiyat'],28,Very stylish packaging is quite nice.,['convenience'],['convenience'],"['stylish', 'packaging', 'quite', 'nice']",stylish packaging quite nice
**** ****|18 Kasım 2020|LAV satıcısından alındı.,Ürün harikaaaa ve piyasaya göre cok uygun fiyata alın aldırın🧡,['uygunfiyat'],28,Product is great and get it at a very affordable price according to the market🧡,['convenience'],['convenience'],"['product', 'great', 'get', 'affordable', 'price', 'according', 'market']",product great get affordable price according market
**** ****|15 Kasım 2020|LAV satıcısından alındı.,Paketlemesi iyiydi. Kırık veya çizik gelmedi. Ayrıca kargo da çok hızlıydı. Teşekkürler.,['uygunfiyat'],28,It was good to pack. Fracture or scratch did not come. The cargo was also very fast. Thanks.,['convenience'],['convenience'],"['good', 'pack', 'fracture', 'scratch', 'come', 'cargo', 'also', 'fast', 'thanks']",good pack fracture scratch come cargo also fast thanks
m** k**|14 Kasım 2020|LAV satıcısından alındı.,Ürünün hem fiyatı uygun hemde gayet kaliteli.kesinle bu fiyata kaçirilmamalı.,['uygunfiyat'],28,The price of the product is both suitable and very high quality.,['convenience'],['convenience'],"['price', 'product', 'suitable', 'high', 'quality']",price product suitable high quality
